Y reward cum_regret
1 -1 1
1 0 0.5
1 0 0.3333333333333333
1 0 0.25
1 -1 0.4
1 -1 0.5
0 0 0.42857142857142855
1 0 0.375
1 -1 0.4444444444444444
2 -1 0.5
1 -1 0.5454545454545454
0 -1 0.5833333333333334
0 0 0.5384615384615384
1 0 0.5
0 0 0.4666666666666667
1 -1 0.5
0 -1 0.5294117647058824
1 0 0.5
0 -1 0.5263157894736842
2 -1 0.55
1 -1 0.5714285714285714
0 0 0.5454545454545454
1 -1 0.5652173913043478
1 -1 0.5833333333333334
2 0 0.56
1 -1 0.5769230769230769
1 -1 0.5925925925925926
0 -1 0.6071428571428571
1 -1 0.6206896551724138
0 -1 0.6333333333333333
1 0 0.6129032258064516
0 -1 0.625
1 -1 0.6363636363636364
2 -1 0.6470588235294118
1 -1 0.6571428571428571
0 0 0.6388888888888888
2 -1 0.6486486486486487
1 0 0.631578947368421
1 -1 0.6410256410256411
1 -1 0.65
0 -1 0.6585365853658537
1 0 0.6428571428571429
1 -1 0.6511627906976745
2 0 0.6363636363636364
0 -1 0.6444444444444445
1 -1 0.6521739130434783
1 0 0.6382978723404256
1 -1 0.6458333333333334
1 0 0.6326530612244898
2 0 0.62
1 -1 0.6274509803921569
1 0 0.6153846153846154
1 -1 0.6226415094339622
1 -1 0.6296296296296297
1 0 0.6181818181818182
1 0 0.6071428571428571
1 0 0.5964912280701754
1 0 0.5862068965517241
1 -1 0.5932203389830508
1 0 0.5833333333333334
1 -1 0.5901639344262295
1 -1 0.5967741935483871
0 -1 0.6031746031746031
1 0 0.59375
0 -1 0.6
1 -1 0.6060606060606061
2 -1 0.6119402985074627
1 -1 0.6176470588235294
0 -1 0.6231884057971014
1 0 0.6142857142857143
1 0 0.6056338028169014
0 -1 0.6111111111111112
0 -1 0.6164383561643836
1 -1 0.6216216216216216
0 -1 0.6266666666666667
1 -1 0.631578947368421
0 -1 0.6363636363636364
0 -1 0.6410256410256411
2 0 0.6329113924050633
2 0 0.625
1 -1 0.6296296296296297
1 -1 0.6341463414634146
0 -1 0.6385542168674698
0 -1 0.6428571428571429
1 -1 0.6470588235294118
2 -1 0.6511627906976745
2 0 0.6436781609195402
1 -1 0.6477272727272727
1 -1 0.651685393258427
1 0 0.6444444444444445
1 -1 0.6483516483516484
1 0 0.6413043478260869
2 -1 0.6451612903225806
0 -1 0.648936170212766
2 -1 0.6526315789473685
2 -1 0.65625
0 0 0.6494845360824743
1 -1 0.6530612244897959
0 -1 0.6565656565656566
2 0 0.65
0 0 0.6435643564356436
2 -1 0.6470588235294118
1 -1 0.6504854368932039
1 -1 0.6538461538461539
1 -1 0.6571428571428571
1 -1 0.660377358490566
0 0 0.6542056074766355
0 -1 0.6574074074074074
2 -1 0.6605504587155964
1 0 0.6545454545454545
1 -1 0.6576576576576577
1 -1 0.6607142857142857
1 0 0.6548672566371682
1 -1 0.6578947368421053
1 0 0.6521739130434783
1 -1 0.6551724137931034
1 0 0.6495726495726496
0 0 0.6440677966101694
1 -1 0.6470588235294118
1 -1 0.65
1 -1 0.6528925619834711
0 -1 0.6557377049180327
1 -1 0.6585365853658537
1 -1 0.6612903225806451
0 -1 0.664
1 -1 0.6666666666666666
1 -1 0.6692913385826772
1 0 0.6640625
1 0 0.6589147286821705
1 0 0.6538461538461539
1 -1 0.6564885496183206
1 -1 0.6590909090909091
2 0 0.6541353383458647
0 -1 0.6567164179104478
1 0 0.6518518518518519
1 0 0.6470588235294118
2 -1 0.6496350364963503
2 0 0.644927536231884
2 -1 0.6474820143884892
0 -1 0.65
0 -1 0.6524822695035462
1 -1 0.6549295774647887
1 -1 0.6573426573426573
1 -1 0.6597222222222222
1 -1 0.6620689655172414
1 -1 0.6643835616438356
2 -1 0.6666666666666666
1 0 0.6621621621621622
1 0 0.6577181208053692
1 -1 0.66
1 -1 0.6622516556291391
2 -1 0.6644736842105263
0 0 0.6601307189542484
0 -1 0.6623376623376623
0 -1 0.6645161290322581
1 -1 0.6666666666666666
1 0 0.6624203821656051
1 -1 0.6645569620253164
0 -1 0.6666666666666666
0 -1 0.66875
2 -1 0.6708074534161491
1 0 0.6666666666666666
1 -1 0.6687116564417178
2 -1 0.6707317073170732
0 -1 0.6727272727272727
2 -1 0.6746987951807228
1 -1 0.6766467065868264
0 -1 0.6785714285714286
0 -1 0.6804733727810651
1 -1 0.6823529411764706
1 0 0.6783625730994152
1 -1 0.6802325581395349
1 -1 0.6820809248554913
2 -1 0.6839080459770115
0 -1 0.6857142857142857
1 0 0.6818181818181818
0 -1 0.6836158192090396
1 -1 0.6853932584269663
1 -1 0.6871508379888268
